Início da Simulação
02;1;1;300;2;1;2;300;0;1;3;300;0;1;4;300;0;1;10000000
02;2;1;300;2;1;2;200;5;1;3;300;0;1;4;300;0;1;10000100
02;3;1;300;2;1;2;220;5;1;3;280;5;1;4;300;0;1;10000100
02;4;1;300;2;1;2;220;5;1;3;280;5;1;4;300;6;1;10000100
02;5;1;300;8;1;2;220;5;1;3;280;5;1;4;300;6;1;10000100
02;6;1;300;8;1;2;220;11;1;3;280;5;1;4;300;6;1;10000100
02;7;1;300;8;1;2;220;11;1;3;280;11;1;4;300;6;1;10000100
02;8;1;300;8;1;2;220;11;1;3;280;11;1;4;140;11;1;10000260
02;9;1;300;14;1;2;220;11;1;3;280;11;1;4;140;11;1;10000260
02;10;1;300;14;1;2;220;14;1;3;280;11;1;4;140;11;1;10000260
02;11;1;300;14;1;2;220;14;1;3;280;13;1;4;140;11;1;10000260
02;12;1;300;14;1;2;220;14;1;3;280;13;1;4;140;13;1;10000260
02;13;1;300;19;1;2;220;14;1;3;280;13;1;4;140;13;1;10000260
02;14;1;300;19;1;2;220;18;1;3;280;13;1;4;140;13;1;10000260
02;15;1;300;19;1;2;220;18;1;3;280;15;1;4;140;13;1;10000260
02;16;1;300;19;1;2;220;18;1;3;280;15;1;4;140;18;1;10000260
02;17;1;300;24;1;2;220;18;1;3;280;15;1;4;140;18;1;10000260
02;18;1;300;24;1;2;220;24;1;3;280;15;1;4;140;18;1;10000260
02;19;1;300;24;1;2;220;24;1;3;280;20;1;4;140;18;1;10000260
02;20;1;300;24;1;2;220;24;1;3;280;20;1;4;140;23;1;10000260
02;21;1;300;26;1;2;220;24;1;3;280;20;1;4;140;23;1;10000260
02;22;1;300;26;1;2;220;27;1;3;280;20;1;4;140;23;1;10000260
02;23;1;300;26;1;2;220;27;1;3;280;24;1;4;140;23;1;10000260
02;24;1;300;26;1;2;220;27;1;3;280;24;1;4;140;24;1;10000260
02;25;1;300;32;1;2;220;27;1;3;280;24;1;4;140;24;1;10000260
02;26;1;300;32;1;2;220;29;1;3;280;24;1;4;140;24;1;10000260
02;27;1;300;32;1;2;220;29;1;3;280;26;1;4;140;24;1;10000260
02;28;1;300;32;1;2;220;29;1;3;280;26;1;4;140;29;1;10000260
02;29;1;300;33;1;2;220;29;1;3;280;26;1;4;140;29;1;10000260
02;30;1;300;33;1;2;220;31;1;3;280;26;1;4;140;29;1;10000260
02;31;1;300;33;1;2;220;31;1;3;280;30;1;4;140;29;1;10000260
02;32;1;300;33;1;2;220;31;1;3;280;30;1;4;140;34;1;10000260
02;33;1;300;34;1;2;220;31;1;3;280;30;1;4;140;34;1;10000260
02;34;1;300;34;1;2;220;34;1;3;280;30;1;4;140;34;1;10000260
02;35;1;300;34;1;2;220;34;1;3;280;33;1;4;140;34;1;10000260
02;36;1;300;34;1;2;220;34;1;3;280;33;1;4;140;39;1;10000260
02;37;1;300;0;1;2;220;34;1;3;280;33;1;4;140;39;1;10000260
02;38;1;300;0;1;2;220;36;1;3;280;33;1;4;140;39;1;10000260
02;39;1;300;0;1;2;220;36;1;3;280;37;1;4;140;39;1;10000260
02;40;1;300;0;1;2;220;36;1;3;280;37;1;4;140;0;1;10000260
02;41;1;300;3;1;2;220;36;1;3;280;37;1;4;140;0;1;10000260
02;42;1;300;3;1;2;220;0;1;3;280;37;1;4;140;0;1;10000260
02;43;1;300;3;1;2;220;0;1;3;280;0;1;4;140;0;1;10000260
02;44;1;300;3;1;2;240;0;1;3;280;0;1;4;120;5;1;10000260
02;45;1;280;5;1;2;260;0;1;3;280;0;1;4;120;5;1;10000260
02;46;1;280;5;1;2;260;4;1;3;280;0;1;4;120;5;1;10000260
02;47;1;280;5;1;2;260;4;1;3;280;3;1;4;120;5;1;10000260
02;48;1;280;5;1;2;260;4;1;3;280;3;1;4;120;6;1;10000260
02;49;1;280;7;1;2;260;4;1;3;280;3;1;4;120;6;1;10000260
02;50;1;280;7;1;2;260;10;1;3;280;3;1;4;120;6;1;10000260
02;51;1;280;7;1;2;260;10;1;3;280;4;1;4;120;6;1;10000260
02;52;1;280;7;1;2;260;10;1;3;280;4;1;4;120;12;1;10000260
02;53;1;280;10;1;2;260;10;1;3;280;4;1;4;120;12;1;10000260
02;54;1;280;10;1;2;260;15;1;3;280;4;1;4;120;12;1;10000260
02;55;1;280;10;1;2;260;15;1;3;280;9;1;4;120;12;1;10000260
02;56;1;280;10;1;2;260;15;1;3;280;9;1;4;120;13;1;10000260
02;57;1;280;12;1;2;260;15;1;3;280;9;1;4;120;13;1;10000260
02;58;1;280;12;1;2;260;20;1;3;280;9;1;4;120;13;1;10000260
02;59;1;280;12;1;2;260;20;1;3;280;13;1;4;120;13;1;10000260
02;60;1;280;12;1;2;260;20;1;3;280;13;1;4;120;14;1;10000260
02;61;1;280;18;1;2;260;20;1;3;280;13;1;4;120;14;1;10000260
02;62;1;280;18;1;2;260;22;1;3;280;13;1;4;120;14;1;10000260
02;63;1;280;18;1;2;260;22;1;3;40;19;1;4;120;14;1;10000500
02;64;1;280;18;1;2;260;22;1;3;40;19;1;4;120;16;1;10000500
02;65;1;280;22;1;2;260;22;1;3;40;19;1;4;120;16;1;10000500
02;66;1;280;22;1;2;260;23;1;3;40;19;1;4;120;16;1;10000500
02;67;1;280;22;1;2;260;23;1;3;40;24;1;4;120;16;1;10000500
02;68;1;280;22;1;2;260;23;1;3;40;24;1;4;120;17;1;10000500
02;69;1;280;26;1;2;260;23;1;3;40;24;1;4;120;17;1;10000500
02;70;1;280;26;1;2;260;29;1;3;40;24;1;4;120;17;1;10000500
02;71;1;280;26;1;2;260;29;1;3;40;25;1;4;120;17;1;10000500
02;72;1;280;26;1;2;260;29;1;3;40;25;1;4;120;23;1;10000500
02;73;1;280;32;1;2;260;29;1;3;40;25;1;4;120;23;1;10000500
02;74;1;280;32;1;2;260;35;1;3;40;25;1;4;120;23;1;10000500
